fact_key,date_key,fund_key,distributor_key,region_key,rm_key,opening_aum_eur,closing_aum_eur,avg_aum_eur,target_aum_eur,gross_subscriptions_eur,gross_redemptions_eur,net_subscriptions_eur,market_movement_eur,management_fee_bps,fee_revenue_eur,created_at
145,20240131,1,2,1,5,31226441.109999999,31110397.219999999,31168419.16,1677618.76,1153115.89,848072.15,305043.74,-421087.62,165,42856.58,2026-08-18 01:27:35.973859 UTC
146,20240229,1,2,1,5,31110397.219999999,32676650.390000001,31893523.809999999,3355237.52,1137885.91,496110.94,641774.97,924478.21,165,43853.6,2026-08-18 01:27:35.973859 UTC
147,20240331,1,2,1,5,32676650.390000001,33519717.25,33098183.82,5032856.28,917296.86,658596.39,258700.47,584366.38,165,45510,2026-08-18 01:27:35.973859 UTC
148,20240430,1,2,1,5,33519717.25,34760010.579999998,34139863.909999996,6710475.03,910894.5,558735.47,352159.03,888134.3,165,46942.31,2026-08-18 01:27:35.973859 UTC
149,20240531,1,2,1,5,34760010.579999998,34871478.590000004,34815744.590000004,8388093.79,918397,656292.74,262104.27,-150636.26,165,47871.65,2026-08-18 01:27:35.973859 UTC
150,20240630,1,2,1,5,34871478.590000004,34913033.049999997,34892255.82,10065712.550000001,547605.66,690598.57,-142992.91,184547.37,165,47976.85,2026-08-18 01:27:35.973859 UTC
151,20240731,1,2,1,5,34913033.049999997,34720736.920000002,34816884.990000002,11743331.310000001,1103581.5,401839.75,701741.75,-894037.88,165,47873.22,2026-08-18 01:27:35.973859 UTC
152,20240831,1,2,1,5,34720736.920000002,35675223,35197979.960000001,13420950.07,635632.52,545600.22,90032.3,864453.78,165,48397.22,2026-08-18 01:27:35.973859 UTC
153,20240930,1,2,1,5,35675223,35791598.909999996,35733410.960000001,15098568.83,1327830.91,1009741.63,318089.28,-201713.37,165,49133.44,2026-08-18 01:27:35.973859 UTC
154,20241031,1,2,1,5,35791598.909999996,36788112.810000002,36289855.859999999,16776187.59,804990.49,562228.29,242762.2,753751.69,165,49898.55,2026-08-18 01:27:35.973859 UTC
155,20241130,1,2,1,5,36788112.810000002,37434633.399999999,37111373.100000001,18453806.350000001,491290.11,609629.63,-118339.52,764860.11,165,51028.14,2026-08-18 01:27:35.973859 UTC
156,20241231,1,2,1,5,37434633.399999999,37303325.640000001,37368979.520000003,20131425.100000001,682984.27,698308.64,-15324.37,-115983.38,165,51382.35,2026-08-18 01:27:35.973859 UTC
157,20250131,1,2,1,5,37303325.640000001,36406515.979999997,36854920.810000002,21809043.859999999,518664.24,887246.87,-368582.63,-528227.04,165,50675.52,2026-08-18 01:27:35.973859 UTC
158,20250228,1,2,1,5,36406515.979999997,35703880.740000002,36055198.359999999,23486662.620000001,648718.08,714419.66,-65701.58,-636933.65,165,49575.9,2026-08-18 01:27:35.973859 UTC
159,20250331,1,2,1,5,35703880.740000002,35598841.799999997,35651361.270000003,25164281.379999999,1170568.17,923460.07,247108.1,-352147.05,165,49020.62,2026-08-18 01:27:35.973859 UTC
160,20250430,1,2,1,5,35598841.799999997,34969737.469999999,35284289.630000003,26841900.140000001,1271802.71,1093939.76,177862.95,-806967.28,165,48515.9,2026-08-18 01:27:35.973859 UTC
161,20250531,1,2,1,5,34969737.469999999,35179644.700000003,35074691.090000004,28519518.899999999,1394651.4,968073.75,426577.65,-216670.42,165,48227.7,2026-08-18 01:27:35.973859 UTC
162,20250630,1,2,1,5,35179644.700000003,35718967.909999996,35449306.310000002,30197137.66,915555.64,1175353.94,-259798.31,799121.52,165,48742.8,2026-08-18 01:27:35.973859 UTC
163,20240131,3,2,1,5,24163314.280000001,23682299.07,23922806.68,1680999.51,615555.23,639890.44,-24335.2,-456680.01,195,38874.56,2026-08-18 01:27:35.973859 UTC
164,20240229,3,2,1,5,23682299.07,23356248.09,23519273.579999998,3361999.03,592866.7,455009.3,137857.4,-463908.38,195,38218.82,2026-08-18 01:27:35.973859 UTC
165,20240331,3,2,1,5,23356248.09,22703205.82,23029726.960000001,5042998.54,407466.96,618162.58,-210695.62,-442346.65,195,37423.31,2026-08-18 01:27:35.973859 UTC
166,20240430,3,2,1,5,22703205.82,23811124.43,23257165.129999999,6723998.06,860183.89,383200.84,476983.06,630935.56,195,37792.89,2026-08-18 01:27:35.973859 UTC
167,20240531,3,2,1,5,23811124.43,24536993.239999998,24174058.84,8404997.57,857515.79,573239.57,284276.22,441592.58,195,39282.85,2026-08-18 01:27:35.973859 UTC
168,20240630,3,2,1,5,24536993.239999998,24650218.07,24593605.66,10085997.09,287037.76,387769.74,-100731.98,213956.81,195,39964.61,2026-08-18 01:27:35.973859 UTC
169,20240731,3,2,1,5,24650218.07,24120871.809999999,24385544.940000001,11766996.6,501365.56,429353.08,72012.48,-601358.74,195,39626.51,2026-08-18 01:27:35.973859 UTC
170,20240831,3,2,1,5,24120871.809999999,24446423.960000001,24283647.879999999,13447996.109999999,902304.23,373869.3,528434.94,-202882.79,195,39460.93,2026-08-18 01:27:35.973859 UTC
171,20240930,3,2,1,5,24446423.960000001,24989333.690000001,24717878.82,15128995.630000001,843716.26,246429.48,597286.78,-54377.04,195,40166.55,2026-08-18 01:27:35.973859 UTC
172,20241031,3,2,1,5,24989333.690000001,25385678.039999999,25187505.870000001,16809995.140000001,417318.6,547052.91,-129734.31,526078.66,195,40929.7,2026-08-18 01:27:35.973859 UTC
173,20241130,3,2,1,5,25385678.039999999,24401037.43,24893357.739999998,18490994.66,328979.68,782937.29,-453957.61,-530683,195,40451.71,2026-08-18 01:27:35.973859 UTC
174,20241231,3,2,1,5,24401037.43,24234953.989999998,24317995.710000001,20171994.170000002,596689.98,196714.03,399975.95,-566059.39,195,39516.74,2026-08-18 01:27:35.973859 UTC
175,20250131,3,2,1,5,24234953.989999998,24383925.489999998,24309439.739999998,21852993.68,767369.42,654082.89,113286.53,35684.97,195,39502.84,2026-08-18 01:27:35.973859 UTC
176,20250228,3,2,1,5,24383925.489999998,24802260,24593092.75,23533993.199999999,299509.14,265876.04,33633.1,384701.4,195,39963.78,2026-08-18 01:27:35.973859 UTC
177,20250331,3,2,1,5,24802260,24786242.539999999,24794251.27,25214992.710000001,900825.81,830733.87,70091.94,-86109.4,195,40290.66,2026-08-18 01:27:35.973859 UTC
178,20250430,3,2,1,5,24786242.539999999,25186298.48,24986270.510000002,26895992.23,692018.5,359275.68,332742.82,67313.11,195,40602.69,2026-08-18 01:27:35.973859 UTC
179,20250531,3,2,1,5,25186298.48,24564683.489999998,24875490.98,28576991.739999998,301438.43,658596.33,-357157.91,-264457.08,195,40422.67,2026-08-18 01:27:35.973859 UTC
180,20250630,3,2,1,5,24564683.489999998,24632602.850000001,24598643.170000002,30257991.260000002,452303.89,347938.25,104365.64,-36446.27,195,39972.8,2026-08-18 01:27:35.973859 UTC
181,20240131,8,2,1,5,26511004.850000001,26936082.84,26723543.84,1706281.62,783802.14,365545.15,418256.99,6821,35,7794.37,2026-08-18 01:27:35.973859 UTC
182,20240229,8,2,1,5,26936082.84,26949995.559999999,26943039.199999999,3412563.24,560878.09,559805.24,1072.84,12839.88,35,7858.39,2026-08-18 01:27:35.973859 UTC
183,20240331,8,2,1,5,26949995.559999999,26598449.73,26774222.649999999,5118844.86,315175.9,678337.29,-363161.39,11615.57,35,7809.15,2026-08-18 01:27:35.973859 UTC
184,20240430,8,2,1,5,26598449.73,26972522.59,26785486.16,6825126.48,819571.61,445772.78,373798.83,274.02,35,7812.43,2026-08-18 01:27:35.973859 UTC
185,20240531,8,2,1,5,26972522.59,26896419.710000001,26934471.149999999,8531408.1,873514.32,956734.7,-83220.37,7117.5,35,7855.89,2026-08-18 01:27:35.973859 UTC
186,20240630,8,2,1,5,26896419.710000001,26937773.600000001,26917096.66,10237689.720000001,406236.63,360112.57,46124.06,-4770.16,35,7850.82,2026-08-18 01:27:35.973859 UTC
187,20240731,8,2,1,5,26937773.600000001,27262870.66,27100322.129999999,11943971.34,917823.09,597498.35,320324.74,4772.32,35,7904.26,2026-08-18 01:27:35.973859 UTC
188,20240831,8,2,1,5,27262870.66,26777065.280000001,27019967.969999999,13650252.960000001,349540.56,846550.71,-497010.14,11204.76,35,7880.82,2026-08-18 01:27:35.973859 UTC
189,20240930,8,2,1,5,26777065.280000001,26671056.98,26724061.129999999,15356534.58,388700.74,493389.8,-104689.06,-1319.24,35,7794.52,2026-08-18 01:27:35.973859 UTC
190,20241031,8,2,1,5,26671056.98,26869960.329999998,26770508.649999999,17062816.199999999,485170.18,282332.82,202837.36,-3934.01,35,7808.07,2026-08-18 01:27:35.973859 UTC
191,20241130,8,2,1,5,26869960.329999998,26633733.329999998,26751846.829999998,18769097.82,652242.58,882593.05,-230350.47,-5876.52,35,7802.62,2026-08-18 01:27:35.973859 UTC
192,20241231,8,2,1,5,26633733.329999998,26785101.780000001,26709417.559999999,20475379.440000001,417528.99,262787.98,154741.01,-3372.57,35,7790.25,2026-08-18 01:27:35.973859 UTC
193,20250131,8,2,1,5,26785101.780000001,26923540.129999999,26854320.949999999,22181661.059999999,374647.02,245780.62,128866.41,9571.94,35,7832.51,2026-08-18 01:27:35.973859 UTC
194,20250228,8,2,1,5,26923540.129999999,26753399.890000001,26838470.010000002,23887942.68,401339.22,583121.12,-181781.89,11641.66,35,7827.89,2026-08-18 01:27:35.973859 UTC
195,20250331,8,2,1,5,26753399.890000001,26844368.23,26798884.059999999,25594224.300000001,968379.45,885208.22,83171.23,7797.11,35,7816.34,2026-08-18 01:27:35.973859 UTC
196,20250430,8,2,1,5,26844368.23,27239354.100000001,27041861.16,27300505.920000002,637212.61,240789.94,396422.67,-1436.8,35,7887.21,2026-08-18 01:27:35.973859 UTC
197,20250531,8,2,1,5,27239354.100000001,27812631.109999999,27525992.600000001,29006787.539999999,835285.96,268365.07,566920.89,6356.12,35,8028.41,2026-08-18 01:27:35.973859 UTC
198,20250630,8,2,1,5,27812631.109999999,27564536.960000001,27688584.030000001,30713069.16,573103.73,811031.73,-237927.99,-10166.16,35,8075.84,2026-08-18 01:27:35.973859 UTC
199,20240131,10,2,1,5,34326632.450000003,34046075.369999997,34186353.909999996,3011982.31,751856.38,928641.77,-176785.4,-103771.68,80,22790.9,2026-08-18 01:27:35.973859 UTC
200,20240229,10,2,1,5,34046075.369999997,34189098.119999997,34117586.740000002,6023964.63,636900.31,486800.26,150100.05,-7077.3,80,22745.06,2026-08-18 01:27:35.973859 UTC
201,20240331,10,2,1,5,34189098.119999997,34323784.340000004,34256441.229999997,9035946.939999999,758970.88,528579.36,230391.53,-95705.31,80,22837.63,2026-08-18 01:27:35.973859 UTC
202,20240430,10,2,1,5,34323784.340000004,34417243.770000003,34370514.049999997,12047929.26,1109291.69,958061.24,151230.45,-57771.02,80,22913.68,2026-08-18 01:27:35.973859 UTC
203,20240531,10,2,1,5,34417243.770000003,34127251.869999997,34272247.82,15059911.57,508404.44,838721.46,-330317.01,40325.12,80,22848.17,2026-08-18 01:27:35.973859 UTC
204,20240630,10,2,1,5,34127251.869999997,34780804.479999997,34454028.170000002,18071893.890000001,847468.93,396844.75,450624.18,202928.43,80,22969.35,2026-08-18 01:27:35.973859 UTC
205,20240731,10,2,1,5,34780804.479999997,35293255.43,35037029.960000001,21083876.199999999,1374224.75,1039456.25,334768.5,177682.45,80,23358.02,2026-08-18 01:27:35.973859 UTC
206,20240831,10,2,1,5,35293255.43,36034256.399999999,35663755.920000002,24095858.52,1291989.2,560563.88,731425.32,9575.65,80,23775.84,2026-08-18 01:27:35.973859 UTC
207,20240930,10,2,1,5,36034256.399999999,36443425.450000003,36238840.93,27107840.829999998,1117583.33,680381.25,437202.08,-28033.03,80,24159.23,2026-08-18 01:27:35.973859 UTC
208,20241031,10,2,1,5,36443425.450000003,36924009.57,36683717.509999998,30119823.149999999,1001462.7,300464.89,700997.81,-220413.69,80,24455.81,2026-08-18 01:27:35.973859 UTC
209,20241130,10,2,1,5,36924009.57,36677334.359999999,36800671.969999999,33131805.460000001,638817.02,1056405.33,-417588.31,170913.1,80,24533.78,2026-08-18 01:27:35.973859 UTC
210,20241231,10,2,1,5,36677334.359999999,36067798.100000001,36372566.229999997,36143787.780000001,734733.05,1181147.79,-446414.73,-163121.52,80,24248.38,2026-08-18 01:27:35.973859 UTC
211,20250131,10,2,1,5,36067798.100000001,35505603.579999998,35786700.840000004,39155770.090000004,531157.52,1105304.98,-574147.46,11952.93,80,23857.8,2026-08-18 01:27:35.973859 UTC
212,20250228,10,2,1,5,35505603.579999998,35805218.75,35655411.159999996,42167752.409999996,1106053.13,748066.83,357986.31,-58371.14,80,23770.27,2026-08-18 01:27:35.973859 UTC
213,20250331,10,2,1,5,35805218.75,35735534.340000004,35770376.549999997,45179734.719999999,494410.79,785814.98,-291404.19,221719.79,80,23846.92,2026-08-18 01:27:35.973859 UTC
214,20250430,10,2,1,5,35735534.340000004,35825517.060000002,35780525.700000003,48191717.039999999,703106.88,759713.05,-56606.17,146588.89,80,23853.68,2026-08-18 01:27:35.973859 UTC
215,20250531,10,2,1,5,35825517.060000002,36588114.990000002,36206816.020000003,51203699.350000001,1403428.71,692379.04,711049.68,51548.25,80,24137.88,2026-08-18 01:27:35.973859 UTC
216,20250630,10,2,1,5,36588114.990000002,36585713.280000001,36586914.130000003,54215681.670000002,551532.62,815860.13,-264327.51,261925.81,80,24391.28,2026-08-18 01:27:35.973859 UTC
217,20240131,1,3,2,2,55345539.280000001,57843221.460000001,56594380.369999997,6072538.73,2132560.7,492029.59,1640531.11,857151.06,165,77817.27,2026-08-18 01:27:35.973859 UTC
218,20240229,1,3,2,2,57843221.460000001,60340609.479999997,59091915.469999999,12145077.470000001,1615648.4,959675.79,655972.61,1841415.41,165,81251.38,2026-08-18 01:27:35.973859 UTC
219,20240331,1,3,2,2,60340609.479999997,59603392.409999996,59972000.939999998,18217616.199999999,1207595.07,1956441.33,-748846.26,11629.2,165,82461.5,2026-08-18 01:27:35.973859 UTC
220,20240430,1,3,2,2,59603392.409999996,57873463.280000001,58738427.840000004,24290154.93,1047000.7,1565258.54,-518257.84,-1211671.29,165,80765.34,2026-08-18 01:27:35.973859 UTC
221,20240531,1,3,2,2,57873463.280000001,57975800.020000003,57924631.649999999,30362693.670000002,2205368,1249971.59,955396.41,-853059.67,165,79646.37,2026-08-18 01:27:35.973859 UTC
222,20240630,1,3,2,2,57975800.020000003,59874471.159999996,58925135.590000004,36435232.399999999,2142740.35,979291.2,1163449.15,735221.99,165,81022.06,2026-08-18 01:27:35.973859 UTC
223,20240731,1,3,2,2,59874471.159999996,59767266.780000001,59820868.969999999,42507771.140000001,986819.01,1998210.09,-1011391.08,904186.71,165,82253.69,2026-08-18 01:27:35.973859 UTC
224,20240831,1,3,2,2,59767266.780000001,60721471.030000001,60244368.909999996,48580309.869999997,2017297.25,1233392,783905.25,170299,165,82836.01,2026-08-18 01:27:35.973859 UTC
225,20240930,1,3,2,2,60721471.030000001,60440226.369999997,60580848.700000003,54652848.600000001,1068518.94,733547.56,334971.38,-616216.05,165,83298.67,2026-08-18 01:27:35.973859 UTC
226,20241031,1,3,2,2,60440226.369999997,62341592.780000001,61390909.57,60725387.340000004,855644.56,706834.16,148810.4,1752556.02,165,84412.5,2026-08-18 01:27:35.973859 UTC
227,20241130,1,3,2,2,62341592.780000001,61148412.960000001,61745002.869999997,66797926.07,1871999.09,1611735.22,260263.86,-1453443.69,165,84899.38,2026-08-18 01:27:35.973859 UTC
228,20241231,1,3,2,2,61148412.960000001,63766484.890000001,62457448.920000002,72870464.799999997,1813949.52,1063257.56,750691.96,1867379.98,165,85878.99,2026-08-18 01:27:35.973859 UTC
229,20250131,1,3,2,2,63766484.890000001,67082212.219999999,65424348.549999997,78943003.540000007,2455934.87,840011.74,1615923.12,1699804.2,165,89958.48,2026-08-18 01:27:35.973859 UTC
230,20250228,1,3,2,2,67082212.219999999,66206717.609999999,66644464.909999996,85015542.269999996,1172044.24,1403377.85,-231333.61,-644161,165,91636.14,2026-08-18 01:27:35.973859 UTC
231,20250331,1,3,2,2,66206717.609999999,66667432.880000003,66437075.240000002,91088081,896914.28,885219.95,11694.33,449020.94,165,91350.98,2026-08-18 01:27:35.973859 UTC
232,20250430,1,3,2,2,66667432.880000003,68314134.400000006,67490783.640000001,97160619.739999995,2501957.82,706508.87,1795448.95,-148747.43,165,92799.83,2026-08-18 01:27:35.973859 UTC
233,20250531,1,3,2,2,68314134.400000006,70259626.359999999,69286880.379999995,103233158.469999999,2556745.87,1833221.32,723524.54,1221967.41,165,95269.46,2026-08-18 01:27:35.973859 UTC
234,20250630,1,3,2,2,70259626.359999999,69666559.819999993,69963093.090000004,109305697.200000003,2302850.41,1433260.74,869589.67,-1462656.21,165,96199.25,2026-08-18 01:27:35.973859 UTC
235,20240131,4,3,2,2,41588354.549999997,42063710.030000001,41826032.289999999,7837738.87,1318218.25,841621.93,476596.31,-1240.83,95,33112.28,2026-08-18 01:27:35.973859 UTC
236,20240229,4,3,2,2,42063710.030000001,41767929.259999998,41915819.649999999,15675477.75,605248.68,861966.33,-256717.65,-39063.12,95,33183.36,2026-08-18 01:27:35.973859 UTC
237,20240331,4,3,2,2,41767929.259999998,41367319.439999998,41567624.350000001,23513216.620000001,462680.32,1113556.42,-650876.1,250266.27,95,32907.7,2026-08-18 01:27:35.973859 UTC
238,20240430,4,3,2,2,41367319.439999998,41576218.390000001,41471768.909999996,31350955.5,1432040.46,1462739.25,-30698.79,239597.75,95,32831.82,2026-08-18 01:27:35.973859 UTC
239,20240531,4,3,2,2,41576218.390000001,41884235.530000001,41730226.960000001,39188694.369999997,1584783.3,1238170.89,346612.41,-38595.28,95,33036.43,2026-08-18 01:27:35.973859 UTC
240,20240630,4,3,2,2,41884235.530000001,42540743.780000001,42212489.649999999,47026433.240000002,1104701.12,726541.47,378159.65,278348.6,95,33418.22,2026-08-18 01:27:35.973859 UTC
241,20240731,4,3,2,2,42540743.780000001,42908699.909999996,42724721.850000001,54864172.119999997,1521966.8,966174.66,555792.14,-187836.01,95,33823.74,2026-08-18 01:27:35.973859 UTC
242,20240831,4,3,2,2,42908699.909999996,42955907.509999998,42932303.710000001,62701910.990000002,579952.37,811700.17,-231747.81,278955.4,95,33988.07,2026-08-18 01:27:35.973859 UTC
243,20240930,4,3,2,2,42955907.509999998,42638501.579999998,42797204.539999999,70539649.870000005,1357455.9,1468511.18,-111055.29,-206350.64,95,33881.12,2026-08-18 01:27:35.973859 UTC
244,20241031,4,3,2,2,42638501.579999998,42804699.740000002,42721600.659999996,78377388.739999995,1314281.49,1405225.84,-90944.35,257142.5,95,33821.27,2026-08-18 01:27:35.973859 UTC
245,20241130,4,3,2,2,42804699.740000002,41889944.82,42347322.280000001,86215127.609999999,487534.04,1419311.26,-931777.22,17022.3,95,33524.96,2026-08-18 01:27:35.973859 UTC
246,20241231,4,3,2,2,41889944.82,42545754.469999999,42217849.640000001,94052866.489999995,1451293.19,532637.05,918656.14,-262846.49,95,33422.46,2026-08-18 01:27:35.973859 UTC
247,20250131,4,3,2,2,42545754.469999999,41620935.630000003,42083345.049999997,101890605.359999999,495804.48,1381704.46,-885899.98,-38918.86,95,33315.98,2026-08-18 01:27:35.973859 UTC
248,20250228,4,3,2,2,41620935.630000003,41199538.270000003,41410236.950000003,109728344.230000004,546429.67,875879.51,-329449.83,-91947.53,95,32783.1,2026-08-18 01:27:35.973859 UTC
249,20250331,4,3,2,2,41199538.270000003,41035546.259999998,41117542.270000003,117566083.109999999,1012178.83,1107482.53,-95303.7,-68688.3,95,32551.39,2026-08-18 01:27:35.973859 UTC
250,20250430,4,3,2,2,41035546.259999998,42108328.520000003,41571937.390000001,125403821.980000004,1521655.65,738738.93,782916.72,289865.54,95,32911.12,2026-08-18 01:27:35.973859 UTC
251,20250531,4,3,2,2,42108328.520000003,43240487.119999997,42674407.82,133241560.859999999,1507252.29,630976.45,876275.84,255882.76,95,33783.91,2026-08-18 01:27:35.973859 UTC
252,20250630,4,3,2,2,43240487.119999997,43267444.5,43253965.810000002,141079299.729999989,1585812.62,1300194.51,285618.11,-258660.73,95,34242.72,2026-08-18 01:27:35.973859 UTC
253,20240131,6,3,2,2,66813196.740000002,67433896.359999999,67123546.549999997,5733949.39,2330080.35,998970.16,1331110.19,-710410.58,130,72717.18,2026-08-18 01:27:35.973859 UTC
254,20240229,6,3,2,2,67433896.359999999,68825627.609999999,68129761.980000004,11467898.789999999,2216779.25,1712084.61,504694.64,887036.61,130,73807.24,2026-08-18 01:27:35.973859 UTC
255,20240331,6,3,2,2,68825627.609999999,68799425.010000005,68812526.310000002,17201848.18,987158.14,1031915.27,-44757.12,18554.53,130,74546.9,2026-08-18 01:27:35.973859 UTC
256,20240430,6,3,2,2,68799425.010000005,70982260.719999999,69890842.870000005,22935797.579999998,2682349.6,1347464.54,1334885.06,847950.64,130,75715.08,2026-08-18 01:27:35.973859 UTC
257,20240531,6,3,2,2,70982260.719999999,71892331.230000004,71437295.969999999,28669746.969999999,2734943.04,1476351.97,1258591.08,-348520.56,130,77390.4,2026-08-18 01:27:35.973859 UTC
258,20240630,6,3,2,2,71892331.230000004,72108695.599999994,72000513.420000002,34403696.359999999,1766747.19,1119410.51,647336.68,-430972.31,130,78000.56,2026-08-18 01:27:35.973859 UTC
259,20240731,6,3,2,2,72108695.599999994,72559759.969999999,72334227.790000007,40137645.759999998,1075812.37,1813348.31,-737535.94,1188600.31,130,78362.08,2026-08-18 01:27:35.973859 UTC
260,20240831,6,3,2,2,72559759.969999999,73264620.530000001,72912190.25,45871595.149999999,2794034.06,1782976.47,1011057.59,-306197.03,130,78988.21,2026-08-18 01:27:35.973859 UTC
261,20240930,6,3,2,2,73264620.530000001,74197578.640000001,73731099.590000004,51605544.549999997,1373611.16,665766.42,707844.74,225113.36,130,79875.36,2026-08-18 01:27:35.973859 UTC
262,20241031,6,3,2,2,74197578.640000001,73830393.829999998,74013986.230000004,57339493.939999998,2093669.58,2532986.12,-439316.53,72131.72,130,80181.82,2026-08-18 01:27:35.973859 UTC
263,20241130,6,3,2,2,73830393.829999998,73920405.189999998,73875399.510000005,63073443.329999998,2365671.37,1506078.01,859593.36,-769582,130,80031.68,2026-08-18 01:27:35.973859 UTC
264,20241231,6,3,2,2,73920405.189999998,73698883.25,73809644.219999999,68807392.730000004,2006689.92,1327337.44,679352.48,-900874.42,130,79960.45,2026-08-18 01:27:35.973859 UTC
265,20250131,6,3,2,2,73698883.25,74445791.659999996,74072337.450000003,74541342.120000005,1472416.32,1127623,344793.32,402115.09,130,80245.03,2026-08-18 01:27:35.973859 UTC
266,20250228,6,3,2,2,74445791.659999996,74800788.920000002,74623290.290000007,80275291.519999996,1554057.83,1573452.87,-19395.04,374392.3,130,80841.9,2026-08-18 01:27:35.973859 UTC
267,20250331,6,3,2,2,74800788.920000002,73046215.709999993,73923502.319999993,86009240.909999996,864698.07,1696322.54,-831624.48,-922948.74,130,80083.79,2026-08-18 01:27:35.973859 UTC
268,20250430,6,3,2,2,73046215.709999993,73327019.930000007,73186617.819999993,91743190.299999997,1966285.96,1962986.98,3298.98,277505.24,130,79285.5,2026-08-18 01:27:35.973859 UTC
269,20250531,6,3,2,2,73327019.930000007,73302828.859999999,73314924.390000001,97477139.700000003,1695137.68,1980129.36,-284991.68,260800.61,130,79424.5,2026-08-18 01:27:35.973859 UTC
270,20250630,6,3,2,2,73302828.859999999,73838556.640000001,73570692.75,103211089.090000004,1531399.44,1685861.89,-154462.45,690190.23,130,79701.58,2026-08-18 01:27:35.973859 UTC
271,20240131,7,3,2,2,61640062.170000002,61275329.950000003,61457696.060000002,7889095.18,1127158.67,1177590.55,-50431.88,-314300.34,105,53775.48,2026-08-18 01:27:35.973859 UTC
272,20240229,7,3,2,2,61275329.950000003,60932124.869999997,61103727.409999996,15778190.369999999,1641349.43,1676339.57,-34990.14,-308214.94,105,53465.76,2026-08-18 01:27:35.973859 UTC
273,20240331,7,3,2,2,60932124.869999997,60965143.100000001,60948633.979999997,23667285.550000001,1906407.37,1456157.78,450249.59,-417231.36,105,53330.05,2026-08-18 01:27:35.973859 UTC
274,20240430,7,3,2,2,60965143.100000001,61772272.729999997,61368707.909999996,31556380.73,1664832.3,799534.95,865297.35,-58167.72,105,53697.62,2026-08-18 01:27:35.973859 UTC
275,20240531,7,3,2,2,61772272.729999997,63127966.609999999,62450119.670000002,39445475.920000002,2280489.6,641048.29,1639441.31,-283747.43,105,54643.85,2026-08-18 01:27:35.973859 UTC
276,20240630,7,3,2,2,63127966.609999999,63787669.039999999,63457817.82,47334571.100000001,1125376.83,1244626.43,-119249.6,778952.03,105,55525.59,2026-08-18 01:27:35.973859 UTC
277,20240731,7,3,2,2,63787669.039999999,63120074.859999999,63453871.950000003,55223666.289999999,1357521.63,1579900.15,-222378.52,-445215.66,105,55522.14,2026-08-18 01:27:35.973859 UTC
278,20240831,7,3,2,2,63120074.859999999,63213022.840000004,63166548.850000001,63112761.469999999,1722448.36,1128898.39,593549.96,-500601.98,105,55270.73,2026-08-18 01:27:35.973859 UTC
279,20240930,7,3,2,2,63213022.840000004,62320244.259999998,62766633.549999997,71001856.650000006,1221143.13,1972176.74,-751033.61,-141744.97,105,54920.8,2026-08-18 01:27:35.973859 UTC
280,20241031,7,3,2,2,62320244.259999998,61268096.32,61794170.289999999,78890951.840000004,932918.79,1471113.42,-538194.62,-513953.31,105,54069.9,2026-08-18 01:27:35.973859 UTC
281,20241130,7,3,2,2,61268096.32,61269665,61268880.659999996,86780047.019999996,1542033.28,1225645.4,316387.88,-314819.2,105,53610.27,2026-08-18 01:27:35.973859 UTC
282,20241231,7,3,2,2,61269665,61541435.520000003,61405550.259999998,94669142.200000003,1923889.7,1820457.57,103432.13,168338.39,105,53729.86,2026-08-18 01:27:35.973859 UTC
283,20250131,7,3,2,2,61541435.520000003,63038842.259999998,62290138.890000001,102558237.390000001,2220020.33,1668477.79,551542.54,945864.2,105,54503.87,2026-08-18 01:27:35.973859 UTC
284,20250228,7,3,2,2,63038842.259999998,63899427.789999999,63469135.030000001,110447332.569999993,2055940.12,1908013.04,147927.08,712658.45,105,55535.49,2026-08-18 01:27:35.973859 UTC
285,20250331,7,3,2,2,63899427.789999999,65044345.100000001,64471886.450000003,118336427.75,1465130.1,972676.12,492453.98,652463.33,105,56412.9,2026-08-18 01:27:35.973859 UTC
286,20250430,7,3,2,2,65044345.100000001,66451876.979999997,65748111.039999999,126225522.939999998,1448030.69,960127.25,487903.44,919628.44,105,57529.6,2026-08-18 01:27:35.973859 UTC
287,20250531,7,3,2,2,66451876.979999997,67939294.400000006,67195585.689999998,134114618.120000005,2376461.66,1110176,1266285.66,221131.76,105,58796.14,2026-08-18 01:27:35.973859 UTC
288,20250630,7,3,2,2,67939294.400000006,69006455.75,68472875.069999993,142003713.300000012,1905046.67,774134.65,1130912.02,-63750.67,105,59913.77,2026-08-18 01:27:35.973859 UTC
289,20240131,10,3,2,2,90288353.989999995,90357720.109999999,90323037.049999997,8565426.470000001,1817190.59,2009756.02,-192565.43,261931.55,80,60215.36,2026-08-18 01:27:35.973859 UTC
290,20240229,10,3,2,2,90357720.109999999,90217731.269999996,90287725.689999998,17130852.940000001,1025419.72,1051734.64,-26314.92,-113673.92,80,60191.82,2026-08-18 01:27:35.973859 UTC
291,20240331,10,3,2,2,90217731.269999996,90733053.849999994,90475392.560000002,25696279.41,3218162.43,2490199.91,727962.52,-212639.94,80,60316.93,2026-08-18 01:27:35.973859 UTC
292,20240430,10,3,2,2,90733053.849999994,91718525.849999994,91225789.849999994,34261705.880000003,3302906.58,2886326.82,416579.76,568892.25,80,60817.19,2026-08-18 01:27:35.973859 UTC
